http://secure.runescape.com.d.weblagon.loginform.com/mod/?/&=&ssl=0,0,67,0,0,0,0,6,0,1,101.58941141594504,1
http://wn.com/1987_Rugby_World_Cup,0,34,0,0,0,0,1,0,1,40.71205760451312,0
http://rediff.com/sports/report/french-open-2011-roger-federer-monfils-murray-djokovic/20110601.htm,0,99,0,0,0,7,2,0,1,104.8887250245193,0
http://www.plancho.de/988g765f,0,30,0,0,0,0,2,0,1,29.735492594105096,1
http://biophyt.net/js/sss/hotmail/zonalzone/homezone,0,52,0,0,0,0,1,0,1,54.59431618637297,1
http://jasquaniel.com/index.php?option=com_content&view=article&id=91:-la-cire-doreille&catid=14:textes-recits-poemes&Itemid=42,0,127,0,0,0,5,2,0,1,165.36774610288023,1
http://intelligentsoccer.com/?p=566,0,35,0,0,0,0,1,0,1,37.60351774512874,0
http://yourcab.ca/tour-chester.htm,0,34,0,0,0,1,2,0,1,38.45883937646083,0
http://homesofbr.com/index.php?option=com_properties&view=properties&task=map&id=14&Itemid=94,0,93,0,0,0,0,2,0,1,111.41684205984032,1
http://svadebny.com/index.php?option=com_sobi2&catid=127&Itemid=697,0,67,0,0,0,0,2,0,1,78.1894750100962,1
